id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
24402779,Ivory Apartment - VALLETTA,30687588,Property,,Valletta,35.89924,14.51164,Entire home/apt,68,4,3,0,2018-10-07,2,178
28797712,Kursara Port View Apartment 3,191888158,Claudine,,Valletta,35.89873,14.51728,Entire home/apt,64,1,6,0,2019-11-22,12,285
20100254,VALLETTASTAY - LUCKY STAR - STUDIO (LS 42),142930567,Andrei,,Valletta,35.89855,14.51607,Entire home/apt,68,1,14,2,2020-02-23,17,0
28751685,Ajkla Apartment 7,212771466,Alex,,Valletta,35.89964,14.51307,Entire home/apt,53,1,0,0,,13,0
1398746,Valletta Apartment - Very Central..,3585451,Franco,,Valletta,35.89846,14.51063,Entire home/apt,76,3,285,15,2020-12-21,6,1
44168386,"Sea View Apartment, Sliema",331793979,Ania,,Sliema,35.91034,14.50675,Entire home/apt,240,1,0,0,,11,286
7954292,"3 Bedroom Flat in Sliema, Malta",38445547,Johann,,Sliema,35.91091,14.50607,Entire home/apt,40,5,8,1,2020-11-01,4,267
41415520,3 bedroom apartment 1 minute away from beach,85612667,Jason,,Sliema,35.91053,14.50694,Entire home/apt,50,360,0,0,,1,265
5270657,Valletta beautiful New 1 st Floor,1008571,The Warehouse Group Letting,,Valletta,35.896,14.51315,Entire home/apt,100,3,83,0,2020-01-03,10,1
44072653,Valletta Retro Apartment,162228587,Robert,,Valletta,35.89747,14.5143,Entire home/apt,78,1,0,0,,34,277
32187771,Palazzo St.Ursula Caravaggio Room,238257454,Palazzo,,Valletta,35.89839,14.51479,Private room,39,1,11,4,2020-10-10,4,179
20181585,VALLETTASTAY - LUCKY STAR TWO BEDROOM APT (LS 43),142930567,Andrei,,Valletta,35.89756,14.51411,Entire home/apt,135,1,6,0,2019-12-16,17,245
8413785,Valletta Penthouse,24849556,Mark,,Valletta,35.90007,14.51498,Entire home/apt,100,2,176,2,2020-03-05,1,235
25676181,Luxurious Sliema Sea View Family Apartment(135sqm),41809119,Kurt,,Sliema,35.90809,14.50781,Entire home/apt,100,2,64,2,2020-03-01,2,0
25996527,Best location in Sliema (1A),195391434,Gordon,,Sliema,35.90748,14.50864,Entire home/apt,85,4,53,4,2020-03-10,3,0
25999046,Best location in Sliema (1D),195391434,Gordon,,Sliema,35.90919,14.51005,Entire home/apt,85,4,38,0,2020-01-03,3,0
26024536,"Beautiful room in the main area of Malta, Sliema.",195481133,Abel,,Sliema,35.90951,14.49632,Private room,45,5,1,0,2018-06-17,1,0
45072326,Modern LUX apartment in the center of Valletta,91262458,Dar,,Valletta,35.89891,14.51455,Entire home/apt,249,2,0,0,,1,365
5074081,Old Mint No1 - Designer Finished,22195283,Paul - HolidayLetsMaltaGozo,,Valletta,35.89959,14.51128,Entire home/apt,84,5,39,4,2020-03-19,25,350
28170138,Ajkla Studio with Balcony,212771466,Alex,,Valletta,35.90019,14.51357,Entire home/apt,67,1,2,0,2018-11-18,13,351
14721584,Valletta Knights Furnished Studio Apartment,5983246,Sonja,,Valletta,35.89464,14.51202,Entire home/apt,34,2,4,0,2018-08-19,3,179
34385831,"JEAN DE VALETTE, GALLARIA SUITE",259576245,Romina,,Valletta,35.89686,14.51136,Hotel room,70,2,0,0,,11,365
18283498,"Seafront, Iconic Valletta 4-bedroom house and pool",1774894,Short Lets Malta,,Valletta,35.90028,14.50989,Entire home/apt,384,3,8,1,2020-02-25,126,361
26324141,Double bedroom and private Bathroom in Sliema,50206672,Valentine,,Sliema,35.91006,14.50698,Private room,35,2,16,4,2020-03-08,1,0
39043812,Historical Valletta Renovated Townhouse,87013057,Allen,,Valletta,35.89843,14.51553,Entire home/apt,72,1,27,12,2021-01-01,1,270
45794235,Brand new house of character in Bormla,252297571,Marica,,Valletta,35.89948,14.50965,Entire home/apt,100,1,0,0,,1,365
22364360,Valletta Merchant Square,50390461,Anna & Eddie,,Valletta,35.89829,14.51455,Entire home/apt,59,3,69,4,2020-08-29,1,240
20161395,VALLETTASTAY - HARBOR VIEW GEM- SEA VIEW 1 BED APT,142930567,Andrei,,Valletta,35.90111,14.51703,Entire home/apt,81,1,11,1,2020-02-29,17,327
40851596,The Republic Street Valletta Apartment,1774894,Short Lets Malta,,Valletta,35.90097,14.51723,Entire home/apt,72,7,1,1,2021-01-16,126,330
42383080,"Jewish Quarter, Comfortable, two bedroom Apartment",274168258,Elisa,,Valletta,35.89952,14.51531,Entire home/apt,75,3,0,0,,2,88
34385077,"JEAN DE VALETTE , BARRAKKA SUITE",259576245,Romina,,Valletta,35.89686,14.51136,Hotel room,60,2,0,0,,11,363
21658677,VALLETTA RIGHT IN THE CENTRE  MODERN LODGING😎,157640139,Clare,,Valletta,35.89849,14.50956,Entire home/apt,100,3,63,4,2020-03-02,5,1
12968523,Capital City Suites,70459684,Brenda,,Valletta,35.89946,14.51088,Entire home/apt,95,2,49,0,2019-08-24,1,0
27697339,B&B in the heart of Valletta (Guest House - Rm 2),209079396,Rose-Marie,,Valletta,35.89866,14.5083,Private room,36,3,50,0,2020-01-11,5,365
27698686,B&B in the heart of Valletta (Guest House - Rm 4),209079396,Rose-Marie,,Valletta,35.89874,14.50811,Private room,40,3,69,4,2020-09-27,5,360
35341690,Bed & Breakfast in the heart of Valletta - Room 8,209079396,Rose-Marie,,Valletta,35.89956,14.50897,Private room,56,3,16,0,2020-01-02,5,362
35344501,Bed & Breakfast in the heart of Valletta - Room 9,209079396,Rose-Marie,,Valletta,35.89866,14.5083,Private room,36,3,34,9,2020-12-26,5,365
44450625,Double bedroom  Swieqi 203 - close to St.Julians,349296546,Matthew,,Valletta,35.89787,14.50928,Private room,38,3,2,2,2020-09-01,21,1
27721504,B&B in the heart of Valletta (Guest House - Rm 5),209079396,Rose-Marie,,Valletta,35.89874,14.50811,Private room,56,3,45,1,2020-09-13,5,365
22855496,Valletta Art Rooms - 280 ARTapart (gallery),74816253,Ruth & Nigel,,Valletta,35.89789,14.51504,Entire home/apt,80,4,26,1,2020-02-16,3,260
28753946,Kampnar City Living Suite 3,191888158,Claudine,,Valletta,35.89848,14.51031,Private room,27,1,0,0,,12,249
4163518,Valletta TimelessElegance:APTcentre,4214727,Maria,,Valletta,35.89682,14.51348,Entire home/apt,89,1,211,7,2020-11-23,6,365
17777745,Capital City Apartment,27262504,Marco,,Valletta,35.90044,14.51183,Entire home/apt,100,1,17,1,2020-03-15,1,0
44376780,Central Valletta Rituals Spa and Massage Suite 102,354844784,Valhalla,,Valletta,35.89867,14.5092,Private room,24,1,15,15,2021-01-03,10,1
32481311,Vallettastay Old Lodge Studio 2,243278652,Denis,,Valletta,35.90162,14.51786,Entire home/apt,42,1,65,14,2020-10-18,7,1
3244586,Valletta Artist Studio,1498246,Mark,,Valletta,35.89705,14.51387,Entire home/apt,100,2,89,0,2020-01-04,4,229
47397327,San Biagio Steps,382630183,Malta Premier,,Valletta,35.89995,14.51471,Entire home/apt,44,1,1,1,2021-01-13,1,120
1188612,Valletta Vintage Retro Pad,1351697,Valletta Vintage,,Valletta,35.89979,14.51743,Entire home/apt,81,2,203,7,2020-10-12,6,356
37184284,INDEPENDENCE 1-BEDROOM PENTHOUSE - SQUARE&SEA VIEW,264998283,Ony,,Valletta,35.90203,14.51286,Entire home/apt,67,3,4,4,2020-10-05,5,342
41766350,Valletta Duplex With Rooftop Terrace & Views (Flat 2),40004498,Nathalie,,Valletta,35.89821,14.50904,Entire home/apt,81,14,9,9,2020-09-29,5,354
25131106,146 Old Mint Street,57144851,Fiona,,Valletta,35.89952,14.50882,Entire home/apt,178,3,2,0,2018-10-20,7,361
37477287,Valletta West Street Studio,230022225,Suzanne,,Valletta,35.90091,14.51025,Entire home/apt,42,1,0,0,,8,0
42535248,Luxury Central Valletta Apartment,30897373,Andrew,,Valletta,35.90013,14.51327,Entire home/apt,70,2,3,3,2020-10-10,1,327
15850302,VALLETTASTAY BASIC DORMITORY HOUSE,999963,Vbl,,Valletta,35.89739,14.50938,Entire home/apt,269,1,3,0,2019-05-05,7,365
43262740,☀ Valletta Seafront view ☆ ♥,3528888,Casa Rooms,,Valletta,35.89947,14.50869,Entire home/apt,36,2,1,1,2020-12-28,32,348
10237488,Sea view stylish Aprt - 2 bedroom,3528888,Casa Rooms,,Valletta,35.89896,14.50936,Entire home/apt,58,3,144,5,2020-12-28,32,365
1159584,CORTO MALTESE | Floriana - Valletta,2807708,Anna,,Valletta,35.89583,14.50833,Entire home/apt,40,1,170,4,2020-08-12,4,184
42738849,Studio  Valletta Sea View Appartment,111988324,Mariano,,Valletta,35.89844,14.51699,Entire home/apt,56,1,13,13,2020-12-14,3,0
22520966,Authentic Lifestyle Living ✨,31739718,Jessica,,Valletta,35.90068,14.51469,Entire home/apt,90,7,17,7,2020-10-15,1,0
45233697,Gunpost Suites - Valletta home in quiet alley,899047,Andrea,,Valletta,35.90168,14.51323,Entire home/apt,57,2,8,8,2021-01-26,1,305
11247546,Valletta house close to the sea,58544863,Martin,,Valletta,35.90119,14.51419,Entire home/apt,59,3,92,8,2020-10-22,2,353
46008326,Valletta Collection- Zekka Apartment,332888959,Valletta,,Valletta,35.89927,14.50917,Entire home/apt,50,2,1,1,2020-11-23,3,263
34666909,Ajkla Mansions Suite 1,212771466,Alex,,Valletta,35.90047,14.51459,Entire home/apt,67,1,8,1,2021-01-03,13,311
39081644,Valletta - street level accommodation,299533642,Karen,,Valletta,35.90168,14.51323,Entire home/apt,49,1,5,5,2021-01-02,1,203
28773241,Strada Stretta Suite 1,212771466,Alex,,Valletta,35.90026,14.51302,Entire home/apt,46,1,1,1,2020-11-23,13,269
38924396,Private Room,298035102,Maria Giovanna,,Valletta,35.9006,14.51587,Private room,60,2,0,0,,1,87
12421641,"Valletta Maisonette - 2 Balconies, super location",67185366,Zak,,Valletta,35.89794,14.50908,Entire home/apt,100,3,177,5,2020-03-18,1,218
41765969,Heart of Valletta - Unique Duplex Apartment (Flat 1),40004498,Nathalie,,Valletta,35.89869,14.50898,Entire home/apt,65,14,9,9,2020-10-12,5,350
1394608,Valletta apartment - Very Central.,3585451,Franco,,Valletta,35.89715,14.50875,Entire home/apt,80,3,287,14,2020-10-31,6,298
10239881,"Large, bright and stylish - 1BR Apt",3528888,Casa Rooms,,Valletta,35.898,14.50867,Entire home/apt,35,3,36,1,2020-08-16,32,52
7779863,400 year-old renovated townhouse in Valletta,40933114,Ingrid,,Valletta,35.90032,14.51814,Entire home/apt,103,3,7,0,2018-11-04,2,360
18684291,Valletta Boutique Escape,22751496,Antoine,,Valletta,35.90105,14.5144,Entire home/apt,31,5,37,13,2021-01-10,4,337
16949834,Majestic 18c Palazzo in the Heart of Valletta,7815337,Francesca,,Valletta,35.89833,14.51177,Entire home/apt,600,5,7,0,2019-07-11,2,242
22935613,Valletta Art Rooms - 280/2 ARTapart (duplex),74816253,Ruth & Nigel,,Valletta,35.89789,14.51504,Entire home/apt,150,4,3,1,2020-02-23,3,260
30378236,Valletta main street apartment,228034044,Jürgen Und Margit,,Valletta,35.90014,14.51562,Entire home/apt,163,2,9,1,2020-03-02,1,269
7917200,Central apartment in 400 year old  townhouse,40933114,Ingrid,,Valletta,35.90153,14.51712,Entire home/apt,63,3,129,2,2020-10-01,2,361
16852216,Luxurious two-bedroom aprt in Valletta,112234167,Calpe,,Valletta,35.89838,14.50874,Entire home/apt,46,3,101,15,2021-01-04,2,357
16866033,Highly finished two-bedroom apartment,112234167,Calpe,,Valletta,35.89854,14.50864,Entire home/apt,46,3,120,8,2020-10-04,2,362
27475969,Valletta Modern cute house,100212028,Anton,,Valletta,35.9022,14.51679,Entire home/apt,80,2,0,0,,1,363
33628895,Paulos Valletta room 104,140522442,Giuseppe,,Valletta,35.89858,14.51411,Hotel room,135,1,0,0,,5,353
18693635,Renovated Valletta Knights Self-Sufficiency,5983246,Sonja,,Valletta,35.89633,14.51175,Entire home/apt,42,2,92,7,2020-03-13,3,179
40259309,Valletta Central Apartment,310931418,Katrina,,Valletta,35.89703,14.5141,Entire home/apt,60,3,6,3,2020-02-28,2,245
24193570,STUDIO in the City <3,182371311,Nicola,,Valletta,35.89855,14.51215,Entire home/apt,70,3,68,7,2020-08-23,5,180
20595587,Strait Street with large window,1008571,The Warehouse Group Letting,,Valletta,35.89884,14.50958,Entire home/apt,110,3,3,0,2019-08-14,10,364
32711563,Valletta South Street Apartment,230022225,Suzanne,,Valletta,35.89698,14.51077,Entire home/apt,132,1,0,0,,8,32
4116422,Valletta Art Loft with seaviews,453939,Anton,,Valletta,35.897,14.51654,Entire home/apt,117,1,78,2,2020-08-03,3,365
44346689,Sant'Osrla 1-bedroom Valletta Apartment,1774894,Short Lets Malta,,Valletta,35.89882,14.51738,Entire home/apt,64,7,1,1,2020-11-09,126,341
44185090,1565  Valletta 1-bedroom Apartment,1774894,Short Lets Malta,,Valletta,35.89874,14.51731,Entire home/apt,64,3,0,0,,126,340
44933378,Contemporary Valletta 1-bedroom Apartment,1774894,Short Lets Malta,,Valletta,35.89836,14.51629,Entire home/apt,64,3,0,0,,126,321
28771451,La Vallette Apartment 4,212771466,Alex,,Valletta,35.89875,14.51352,Entire home/apt,83,1,5,0,2019-12-30,13,290
42766046,VALLETTA- Atélier Contemporary Artist- Single Room,339788647,Chloé,,Valletta,35.89916,14.5143,Private room,32,1,1,1,2020-09-07,1,180
18703785,Valletta Central Suite,2807708,Anna,,Valletta,35.90058,14.51404,Entire home/apt,42,1,97,11,2021-01-03,4,365
11385411,Boutique Studio in Valletta (GF),42276947,Catriona,,Valletta,35.90219,14.51409,Entire home/apt,40,1,90,16,2020-12-21,7,353
5370465,Valletta Townhouse,17363682,Andre,,Valletta,35.901,14.51213,Entire home/apt,65,1,214,15,2020-12-21,5,235
5090861,Valletta Art House - Retro Bordello,4214727,Maria,,Valletta,35.89977,14.51182,Entire home/apt,43,1,233,4,2020-09-13,6,365
20183918,VALLETTASTAY - ORANGERIE TWO BEDROOM APT (OR 42),142930567,Andrei,,Valletta,35.90141,14.51324,Entire home/apt,81,1,14,6,2020-10-18,17,327
16983246,Valletta City Loft ~Prime Location~,8605571,Mickael,,Valletta,35.90113,14.51549,Entire home/apt,62,3,148,10,2020-09-15,2,354
32154285,"Valletta Centre, Designer loft with views",80420351,Daniel,,Valletta,35.89657,14.5148,Private room,45,2,41,5,2020-09-17,4,361
32925316,DOMA – Vintage Valletta Townhouse with a Plunge Pool,1351697,Valletta Vintage,,Valletta,35.89902,14.51669,Entire home/apt,500,4,14,2,2020-03-05,6,338
2146712,Valletta Central Deluxe Onebedroom apartment.,9644473,Nigel,,Valletta,35.89508,14.5104,Entire home/apt,42,1,105,11,2020-09-07,5,357
27822459,Kampnar City Living Suite 6,191888158,Claudine,,Valletta,35.8985,14.51026,Private room,29,1,2,2,2021-01-09,12,362
32484357,Vallettastay Old Lodge Apartment 4,243278652,Denis,,Valletta,35.90087,14.51592,Entire home/apt,62,1,33,4,2020-05-04,7,361
28212183,Valletta Appartment for rent,189543268,Mariella,,Valletta,35.89913,14.51243,Entire home/apt,140,3,18,1,2020-08-15,1,0
983547,Malta Valletta room & super views,3872571,Lorna,,Valletta,35.8967,14.51415,Entire home/apt,85,5,208,8,2020-03-07,1,88
41310182,Minimalist Style Apartment ideal for families,182371311,Nicola,,Valletta,35.89904,14.50991,Entire home/apt,120,4,0,0,,5,365
41478801,Beautiful historic house of character in Valletta,43580837,Katie,,Valletta,35.90046,14.51471,Entire home/apt,90,2,1,1,2021-01-02,2,120
4397579,"Malta Most Central Accommodation,",22699311,James,,Valletta,35.90049,14.51168,Entire home/apt,39,2,72,13,2020-12-21,6,89
18658550,Modern 1-bedroom Apartment in Valletta,98282669,Short Lets,,Valletta,35.89924,14.51682,Entire home/apt,60,7,1,1,2020-11-13,21,308
12245070,Bright Corner 1-Bedroom in the City,8351678,Becky,,Valletta,35.90118,14.5162,Entire home/apt,55,2,140,16,2021-01-08,3,365
28751813,Ajkla Apartment 5,212771466,Alex,,Valletta,35.90166,14.51323,Entire home/apt,53,1,8,1,2020-10-12,13,234
13024590,Boutique Studio apartment in Valletta (2),71240080,Norman,,Valletta,35.90185,14.51394,Entire home/apt,34,1,14,11,2020-12-18,3,365
19587212,400-year old renovated Boutique Apartment,137679388,Denise,,Valletta,35.89991,14.51629,Entire home/apt,100,2,68,1,2020-03-15,1,364
47065857,Sunrise Apartment,228538886,Jesmond,,Valletta,35.89957,14.51318,Entire home/apt,39,3,0,0,,1,365
11395436,Boutique Studio in Valletta (2),42276947,Catriona,,Valletta,35.90073,14.51244,Entire home/apt,65,3,55,0,2018-02-28,7,31
14116834,Spacious 1BR apart w/ private garden,3528888,Casa Rooms,,Valletta,35.89949,14.5164,Entire home/apt,35,3,91,5,2020-10-11,32,351
8139981,VALLETTASTAY ORANGERIE - DUPLEX STUDIO,999963,Vbl,,Valletta,35.90087,14.51432,Entire home/apt,63,1,50,3,2020-12-07,7,335
33726397,Laparelli Suites: Boutique Suite 2,162228587,Robert,,Valletta,35.90039,14.51653,Entire home/apt,60,1,9,4,2020-09-15,34,365
31557834,Beautiful Valletta Heritage town house,236534338,Mark,,Valletta,35.9006,14.51033,Entire home/apt,45,2,25,6,2020-11-16,1,95
31373987,☼NEW☼ Modern 1BR duplex,3528888,Casa Rooms,,Valletta,35.90149,14.51377,Entire home/apt,35,3,17,0,2020-01-28,32,351
16894034,Cosy Spacious Studio in Valletta,28056040,Ann,,Valletta,35.89957,14.51659,Entire home/apt,45,2,128,3,2020-03-02,1,204
13185410,Historic Boutique TownHouse in Central Valletta,5342050,Mark  & Christine,,Valletta,35.89957,14.51659,Entire home/apt,89,2,187,5,2020-03-12,1,329
18659297,Spacious 2-bedroom apartment in Valletta,98282669,Short Lets,,Valletta,35.89924,14.51682,Entire home/apt,86,3,0,0,,21,365
44376414,Central Valletta Rituals Spa and Massage Suite 202,354844784,Valhalla,,Valletta,35.89801,14.51135,Private room,20,1,40,40,2021-01-09,10,357
28171226,Kampnar City Living Suite 1,191888158,Claudine,,Valletta,35.8985,14.51026,Private room,23,1,2,0,2019-09-05,12,84
45233505,Luxury Valletta Suite With Kitchenette,364135429,Luke,,Valletta,35.89812,14.51505,Private room,80,1,7,7,2021-01-24,3,362
11831734,Modern Spacious Apartment,20647705,Nick,,Valletta,35.89965,14.51091,Entire home/apt,1200,365,0,0,,1,365
35405879,Meravigliosa casa a valletta in un sito storico..,266491061,Daniel,,Valletta,35.8994,14.51341,Entire home/apt,80,1,0,0,,1,365
33726403,Laparelli Suites: Boutique Suite 1,162228587,Robert,,Valletta,35.90039,14.51653,Entire home/apt,60,1,10,0,2020-01-25,34,365
32484979,Vallettastay Old Lodge Apartment 6,243278652,Denis,,Valletta,35.90003,14.51613,Entire home/apt,62,1,27,10,2020-09-16,7,361
32397633,Vallettastay Old Lodge Apartment 1,243278652,Denis,,Valletta,35.90073,14.51689,Entire home/apt,45,1,14,7,2020-09-12,7,361
14117753,★Chic★ 1 bedroom apartment ♥ Roof Terrace  ☼,3528888,Casa Rooms,,Valletta,35.89957,14.51646,Entire home/apt,35,3,104,4,2021-01-17,32,328
6140945,Small Bedroom with bathroom ensuite.,744704,Maria Giovanna,,Valletta,35.89994,14.51554,Private room,65,2,6,0,2018-07-05,2,0
39643498,Valletta Central Studio Apartment,175264268,Iannis,,Valletta,35.89464,14.51232,Private room,30,1,3,2,2020-09-04,1,337
27355359,Valletta City Centre Republic Street,127341346,Bernice,,Valletta,35.90216,14.51747,Entire home/apt,95,3,27,4,2020-03-11,1,0
24214633,Modern Room in the heart of the CITY,182371311,Nicola,,Valletta,35.90033,14.51039,Private room,50,3,63,4,2020-08-22,5,365
44072364,Chateau La Vallette Suite 3,162228587,Robert,,Valletta,35.89952,14.51582,Private room,95,1,0,0,,34,365
45964924,Charming 2BR Valletta House for Long Stays,358170575,Ben,,Valletta,35.8984,14.51069,Entire home/apt,145,28,0,0,,5,266
7649557,House of character in Valletta,40139728,Nicole,,Valletta,35.90054,14.51401,Entire home/apt,120,2,38,2,2021-01-01,5,343
44113962,Valletta Studio Apartment,353947643,Alexandra,,Valletta,35.90172,14.51372,Entire home/apt,40,2,0,0,,4,90
41478808,"Traditional renovated, charming flat in Valletta!",43580837,Katie,,Valletta,35.90175,14.51293,Entire home/apt,40,1,0,0,,2,61
40972520,De Vilhena Boutique Hotel - Executive Room,317046300,Mark Anthony,,Valletta,35.89847,14.51306,Private room,105,1,1,1,2020-02-24,4,364
24308228,Apartment in Lloyd House in Front of the Saluting Battery,12757595,Robert,,Valletta,35.89566,14.51184,Entire home/apt,120,3,17,0,2020-01-03,4,309
2529611,Lloyd House Valletta Suite 1,12757595,Robert,,Valletta,35.8946,14.5119,Entire home/apt,110,3,55,0,2019-10-15,4,309
25850920,Apartment in the cultural city Valletta,141694426,Beppe,,Valletta,35.89889,14.51048,Entire home/apt,120,5,33,3,2020-08-10,3,354
21970763,Paulos Valletta room 105,140522442,Giuseppe,,Valletta,35.899,14.51429,Hotel room,90,1,0,0,,5,353
44263112,Central Valletta Rituals Spa and Massage Suite 502,354844784,Valhalla,,Valletta,35.90002,14.50908,Private room,25,1,7,7,2020-12-19,10,1
31274932,Valletta Rodrigo Apartment,230022225,Suzanne,,Valletta,35.89659,14.509,Entire home/apt,180,1,0,0,,8,31
44261623,Central Valletta Rituals Spa and Massage Suite 501,354844784,Valhalla,,Valletta,35.89828,14.50911,Private room,20,1,30,30,2021-01-08,10,355
10238934,Stylish Studio in the center,3528888,Casa Rooms,,Valletta,35.89844,14.5097,Entire home/apt,29,3,94,12,2021-01-03,32,361
20112558,VALLETTASTAY - LUCKY STAR ONE BEDROOM APT (LS 21),142930567,Andrei,,Valletta,35.89743,14.51409,Entire home/apt,72,1,1,0,2018-07-22,17,1
36943454,INDEPENDENCE OLIVE- 1 BEDROOM APT- SQUARE&SEA VIEW,264998283,Ony,,Valletta,35.90136,14.5133,Entire home/apt,62,3,17,11,2020-12-06,5,1
44263263,Central Valletta Rituals Spa and Massage Suite 301,354844784,Valhalla,,Valletta,35.89817,14.50975,Private room,20,1,44,44,2021-01-10,10,354
27800515,Modern Suite in the center of Valletta,6269293,Bridget,,Valletta,35.89783,14.51189,Private room,280,1,2,0,2019-09-02,9,31
44136065,Central Valletta Rituals Spa and Massage Suite 402,354844784,Valhalla,,Valletta,35.89867,14.51097,Private room,19,1,22,22,2021-01-01,10,365
20791335,Valletta Luxury Penthouse Jacuzzi & SeaViews,148242440,Umberto,,Valletta,35.89742,14.51294,Entire home/apt,179,2,39,3,2020-12-20,6,309
35279423,"cozy, and comfortable, one bed room 
in valetta",265598216,Hassan,,Valletta,35.89631,14.51123,Private room,100,1,0,0,,2,364
16981162,One bedroom apartment in the heart of Valletta,96971740,Jelena,,Valletta,35.90012,14.51193,Entire home/apt,60,2,200,7,2020-08-23,2,1
1741710,Modern Central Studio Apartment,9169152,Liliana,,Valletta,35.90093,14.51398,Entire home/apt,69,1,34,4,2020-08-21,14,311
16981546,Two bedroom apartment in the centre of Valletta,96971740,Jelena,,Valletta,35.89971,14.51085,Entire home/apt,89,2,168,11,2021-01-02,2,352
1444046,Luxury 17th Century Palazzo Suite 5,7751995,Jankarl,,Valletta,35.89699,14.5136,Entire home/apt,299,1,3,0,2019-10-04,5,365
11014195,10 Strait Street Valletta - Apt 6,57144851,Fiona,,Valletta,35.89762,14.51017,Entire home/apt,178,3,4,0,2019-08-10,7,364
1443701,Luxury 17th Century Palazzo Suite 3,7751995,Jankarl,,Valletta,35.89508,14.51159,Entire home/apt,250,1,6,0,2015-09-21,5,365
42651404,Luxury Designer Finished Studio in Valletta,339796611,Shaun,,Valletta,35.89866,14.51462,Entire home/apt,75,1,0,0,,1,359
46231108,The one and only 4Br VALLETTA SHORELINE VILLA  🔱,222527557,360 Estates,,Valletta,35.89917,14.50983,Entire home/apt,1000,3,0,0,,109,364
1942929,Luxury 17th Century Palazzo Suite 2,7751995,Jankarl,,Valletta,35.8977,14.51453,Entire home/apt,120,1,1,0,2014-10-11,5,365
1443892,Luxury 17th Century Palazzo Suite 4,7751995,Jankarl,,Valletta,35.89562,14.51231,Entire home/apt,190,1,0,0,,5,365
16969748,Spacious Unique Townhouse in Valletta,3528888,Casa Rooms,,Valletta,35.90069,14.51477,Entire home/apt,35,3,44,5,2020-12-27,32,0
14245540,Quirky Apartment + Roof Terrace ♡,3528888,Casa Rooms,,Valletta,35.89967,14.51675,Entire home/apt,100,3,139,4,2020-09-12,32,52
35176320,16th Century Noble Palace - Pineapple Room,115783770,Clement,,Valletta,35.9006,14.51663,Hotel room,110,1,2,1,2020-08-17,5,362
37709960,New Valletta Apartment Super Location,20894872,Roberta,,Valletta,35.89948,14.51297,Entire home/apt,40,2,6,0,2019-09-10,2,120
34996745,Casa Rocca Piccola - The Santiago Room,115783770,Clement,,Valletta,35.90082,14.51504,Hotel room,120,1,3,0,2020-01-03,5,353
34995079,Magnificent 16th Century Palazzo - The Clock Room,115783770,Clement,,Valletta,35.90008,14.51657,Hotel room,120,1,3,0,2019-10-06,5,352
30376195,Apartment in Valletta City Centre,223897270,Hazel,,Valletta,35.89584,14.51276,Entire home/apt,56,1,40,6,2021-01-18,1,0
31281701,Valletta Gendus Apartment,230022225,Suzanne,,Valletta,35.90102,14.51384,Entire home/apt,51,1,19,7,2020-11-11,8,0
3730203,Valletta Beautiful corner apartment,1008571,The Warehouse Group Letting,,Valletta,35.89444,14.51311,Entire home/apt,100,3,103,0,2019-10-22,10,0
4372242,"Character house, Malta most Central holiday Base",22699311,James,,Valletta,35.90099,14.51671,Entire home/apt,38,2,78,5,2021-01-02,6,0
43419934,Brand new suite in Valletta,20894872,Roberta,,Valletta,35.8986,14.51329,Entire home/apt,45,1,9,9,2021-01-04,2,351
15291085,Valletta Art Loft with seaview,453939,Anton,,Valletta,35.89721,14.51527,Entire home/apt,95,1,154,11,2021-01-15,3,338
31146596,New lovingly renovated central Valletta apartment,102217613,Valletta Property Rentals,,Valletta,35.89639,14.51388,Entire home/apt,148,2,24,2,2020-03-02,4,233
35824659,Cute and Quirky apartment in Valletta,25986189,Ria,,Valletta,35.89656,14.51198,Entire home/apt,95,2,7,0,2019-09-29,1,0
32399226,Corner Seafront Apartment,45267997,Alexander,,Valletta,35.90116,14.51187,Entire home/apt,90,3,21,3,2020-03-01,1,2
32319722,Valletta · A Stunning Designer Hideaway in Valletta,5221932,Christiano,,Valletta,35.89768,14.51622,Entire home/apt,120,3,48,5,2020-05-02,4,0
33586057,Valletta City Centre,208548757,Maria,,Valletta,35.89855,14.5139,Entire home/apt,100,2,6,0,2019-05-21,2,0
12465768,Eclectic Suite Stanhope at the Coleridge Hotel,16428531,Natasha & Trevor,,Valletta,35.89984,14.5126,Hotel room,200,1,0,0,,2,365
33512764,Garden View at Casa Rocca Piccola - Cosimo Suite,115783770,Clement,,Valletta,35.89984,14.51552,Hotel room,180,1,1,0,2019-09-06,5,358
29680419,The Pine Studio,223374275,En,,Valletta,35.89967,14.51396,Entire home/apt,35,2,48,2,2020-03-07,1,0
40387650,"☆Classic,Modern 1BR with a splash of authenticity☆",3528888,Casa Rooms,,Valletta,35.90175,14.51859,Entire home/apt,45,2,2,2,2020-08-23,32,1
35191292,INDEPENDENCE RUBY- 1 BEDROOM APT- SQUARE&SEA VIEW,264998283,Ony,,Valletta,35.90111,14.51341,Entire home/apt,51,3,3,2,2020-07-25,5,343
20159168,VALLETTASTAY - ORANGERIE ONE BEDROOM APT (OR 52),142930567,Andrei,,Valletta,35.90149,14.51351,Entire home/apt,135,1,18,0,2019-10-19,17,365
35175196,The Elephant Room at Casa Rocca Piccola,115783770,Clement,,Valletta,35.89924,14.51575,Hotel room,120,1,0,0,,5,356
